bta_name,aphia_id,taxon_level,genus,family,order,class,phylum,n_sites,total_abund,in_biotic,Size,LifeSpan,feedingmethod,mobility,growthform,Bioturbator,bio_none,bio_biodiff,bio_upward,bio_downward,bio_bioirr,bio_surf_mod,size<5,size_5_10,size_10_20,size_20_40,size_40_80,size>80,life<1,life_1_3,life_3_5,life_5_10,life>10,feed_deposit,feed_suspension,feed_detritus,feed_scavenger,feed_grazer,feed_predator,morph_soft,morph_tunic,morph_exoskeleton,morph_crustose,morph_cushion,morph_stalked,morph_endoskeleton,mob_fixed,mob_limited,mob_slow,mob_mobile,life_min,life_max
Scoloplos armiger,130537,species,Scoloplos,Orbiniidae,NA,Polychaeta,Annelida,18,32,TRUE,Medium(11-20 cm),3-5 years,"Surface deposit feeder, Sub-surface deposit feeder",Burrower,Vermiform segmented,Diffusive mixing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5
Scoloplos armiger,334772,species,Scoloplos,Orbiniidae,NA,Polychaeta,Annelida,18,32,TRUE,Medium(11-20 cm),3-5 years,"Surface deposit feeder, Sub-surface deposit feeder",Burrower,Vermiform segmented,Diffusive mixing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5
Ascidiacea,1839,class,NA,NA,NA,Ascidiacea,Chordata,9,31,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euclymene,129347,genus,Euclymene,Maldanidae,NA,Polychaeta,Annelida,13,31,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hesiospina aurantiaca,130163,species,Hesiospina,Hesionidae,Phyllodocida,Polychaeta,Annelida,9,31,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hesiospina aurantiaca,333615,species,Hesiospina,Hesionidae,Phyllodocida,Polychaeta,Annelida,9,31,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Magelona alleni,130266,species,Magelona,Magelonidae,NA,Polychaeta,Annelida,17,30,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oweniidae,975,family,NA,Oweniidae,NA,Polychaeta,Annelida,17,30,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Labidoplax buskii,124455,species,Labidoplax,Synaptidae,Apodida,Holothuroidea,Echinodermata,5,28,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musculus subpictus,506128,species,Musculus,Mytilidae,Mytilida,Bivalvia,Mollusca,2,28,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corophium,101489,genus,Corophium,Corophiidae,Amphipoda,Malacostraca,Arthropoda,8,27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jasmineira caudata,130920,species,Jasmineira,Sabellidae,Sabellida,Polychaeta,Annelida,10,27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pisione remota,130707,species,Pisione,Sigalionidae,Phyllodocida,Polychaeta,Annelida,6,27,TRUE,Small-medium(3-10cm),NA,"Predator, Scavenger",Burrower,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anobothrus gracilis,129789,species,Anobothrus,Ampharetidae,Terebellida,Polychaeta,Annelida,15,26,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dexamine thea,102136,species,Dexamine,Dexaminidae,Amphipoda,Malacostraca,Arthropoda,4,26,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gastropoda,101,class,NA,NA,NA,Gastropoda,Mollusca,4,26,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nuculana minuta,140577,species,Nuculana,Nuculanidae,Nuculanida,Bivalvia,Mollusca,10,26,FALSE,Small(1-2cm),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pelonaia corrugata,103894,species,Pelonaia,Styelidae,Stolidobranchia,Ascidiacea,Chordata,5,26,FALSE,Medium(11-20 cm),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spirobranchus lamarcki,560033,species,Spirobranchus,Serpulidae,Sabellida,Polychaeta,Annelida,8,26,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cheirocratus,101669,genus,Cheirocratus,Cheirocratidae,Amphipoda,Malacostraca,Arthropoda,9,25,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trichobranchus roseus,131575,species,Trichobranchus,Trichobranchidae,Terebellida,Polychaeta,Annelida,15,25,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Akera bullata,138734,species,Akera,Akeridae,Aplysiida,Gastropoda,Mollusca,1,24,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calocaris macandreae,107726,species,Calocaris,Axiidae,Decapoda,Malacostraca,Arthropoda,18,24,FALSE,Small-medium(3-10cm),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mya truncata,140431,species,Mya,Myidae,Myida,Bivalvia,Mollusca,8,24,FALSE,Small-medium(3-10cm),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Platyhelminthes,793,genus,NA,NA,NA,NA,Platyhelminthes,15,24,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polycirrini,1448694,genus,NA,Terebellidae,Terebellida,Polychaeta,Annelida,19,24,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sabellidae,985,family,NA,Sabellidae,Sabellida,Polychaeta,Annelida,12,24,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anoplodactylus petiolatus,134723,species,Anoplodactylus,Phoxichilidiidae,Pantopoda,Pycnogonida,Arthropoda,15,23,TRUE,Very small(<1cm),NA,"Predator, Scavenger","Swimmer, Crawler",NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chaetozone gibber,129953,species,Chaetozone,Cirratulidae,Terebellida,Polychaeta,Annelida,16,23,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eteone longa,130616,species,Eteone,Phyllodocidae,Phyllodocida,Polychaeta,Annelida,13,23,TRUE,Small-medium(3-10cm),1-2 years,"Predator, Scavenger","Swimmer, Crawler, Burrower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,3,NA,NA,NA,NA,NA,NA,1.5,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
Malacostraca,1071,class,NA,NA,NA,Malacostraca,Arthropoda,1,23,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maldanidae,923,family,NA,Maldanidae,NA,Polychaeta,Annelida,14,23,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pista cristata,131516,species,Pista,Terebellidae,Terebellida,Polychaeta,Annelida,17,23,FALSE,Small-medium(3-10cm),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Copepoda,1080,class,NA,NA,NA,Copepoda,Arthropoda,3,22,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jasmineira elegans,130921,species,Jasmineira,Sabellidae,Sabellida,Polychaeta,Annelida,5,22,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scoletoma fragilis,130261,species,Scoletoma,Lumbrineridae,Eunicida,Polychaeta,Annelida,15,22,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spio decorata,152314,species,Spio,Spionidae,Spionida,Polychaeta,Annelida,13,22,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spio decorata,334397,species,Paraspio,Spionidae,Spionida,Polychaeta,Annelida,13,22,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tectura virginea,153552,species,Tectura,Lottiidae,Nacellida,Gastropoda,Mollusca,3,22,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galathea intermedia,107150,species,Galathea,Galatheidae,Decapoda,Malacostraca,Arthropoda,11,21,FALSE,Small(1-2cm),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gari fervensis,140870,species,Gari,Psammobiidae,Cardiida,Bivalvia,Mollusca,15,21,FALSE,Small-medium(3-10cm),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harpinia antennaria,102960,species,Harpinia,Phoxocephalidae,Amphipoda,Malacostraca,Arthropoda,12,21,FALSE,Very small(<1cm),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leptocheirus pilosus,102040,species,Leptocheirus,Corophiidae,Amphipoda,Malacostraca,Arthropoda,2,21,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mya arenaria,140430,species,Mya,Myidae,Myida,Bivalvia,Mollusca,9,21,TRUE,Medium(11-20 cm),11-20 years,"Passive suspension feeder, Active suspension feeder",Burrower,Bivalved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,20
Ophiuroidea,123084,class,NA,NA,NA,Ophiuroidea,Echinodermata,10,21,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phoronis muelleri,128549,species,Phoronis,Phoronidae,NA,NA,Phoronida,13,21,TRUE,Small-medium(3-10cm),1 year,"Passive suspension feeder, Active suspension feeder",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Chaetozone christiei,152217,species,Chaetozone,Cirratulidae,Terebellida,Polychaeta,Annelida,6,20,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ichnopus,1362571,genus,Glycera,Lysianassidae,Amphipoda,Malacostraca,Arthropoda,14,20,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ophiocten affinis,124850,species,Ophiocten,Ophiuridae,Ophiurida,Ophiuroidea,Echinodermata,12,20,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
